situation_professionnelle,duree_emploie,revenu_mensuel,secteur_activite,type_contrat,score_professionnelle
sans_emploi,,0,,,78
sans_emploi,,0,,,66
sans_emploi,,0,,,63
sans_emploi,,0,,,90
sans_emploi,,0,,,69
independant,20.0,1602953,sante,temporaire,78
retraite,20.0,443169,education,freelance,89
etudiant,4.0,317938,education,stage,88
sans_emploi,,0,,,79
sans_emploi,,0,,,71
retraite,26.0,474496,sante,freelance,87
retraite,38.0,966121,sante,freelance,90
sans_emploi,,0,,,77
retraite,32.0,881952,sante,freelance,90
employe,33.0,1896290,agriculture,stage,90
retraite,24.0,591123,education,freelance,65
independant,3.0,2062073,industrie,stage,82
etudiant,4.0,498358,education,stage,69
retraite,37.0,508262,education,freelance,77
retraite,31.0,852536,sante,freelance,90
sans_emploi,,0,,,72
retraite,26.0,855735,education,freelance,86
sans_emploi,,0,,,72
independant,22.0,2595400,industrie,cdi,86
etudiant,4.0,462144,education,stage,80
sans_emploi,,0,,,69
employe,12.0,3843372,agriculture,temporaire,90
independant,21.0,2685648,sante,cdi,90
independant,27.0,1776308,sante,stage,84
sans_emploi,,0,,,57
etudiant,3.0,241109,education,stage,90
retraite,34.0,577376,sante,freelance,90
sans_emploi,,0,,,90
retraite,25.0,482142,sante,freelance,90
independant,10.0,2055995,agriculture,freelance,90
sans_emploi,,0,,,79
etudiant,5.0,314619,education,stage,74
sans_emploi,,0,,,76
etudiant,4.0,446190,education,stage,72
employe,27.0,2595748,sante,cdi,90
sans_emploi,,0,,,61
employe,1.0,2427121,services,freelance,90
etudiant,3.0,271454,education,stage,78
etudiant,5.0,317634,education,stage,80
employe,28.0,2817520,autres,cdd,90
retraite,21.0,515210,sante,freelance,86
employe,14.0,1197397,autres,cdd,90
etudiant,5.0,373985,education,stage,71
independant,2.0,3736518,informatique,stage,90
etudiant,5.0,475691,education,stage,90
etudiant,0.0,288255,education,stage,63
sans_emploi,,0,,,66
etudiant,5.0,240034,education,stage,79
etudiant,1.0,480901,education,stage,81
etudiant,5.0,337013,education,stage,90
retraite,37.0,824089,sante,freelance,87
etudiant,4.0,455452,education,stage,67
etudiant,5.0,395350,education,stage,74
etudiant,5.0,254600,education,stage,74
sans_emploi,,0,,,58
independant,5.0,2596815,agriculture,stage,65
independant,20.0,1873494,commerce,cdd,90
retraite,29.0,630306,education,freelance,90
employe,36.0,1186586,agriculture,freelance,90
sans_emploi,,0,,,65
sans_emploi,,0,,,85
etudiant,2.0,211592,education,stage,61
independant,22.0,1526781,agriculture,cdi,90
employe,26.0,3454988,industrie,cdi,90
employe,1.0,1164626,agriculture,freelance,84
retraite,28.0,462885,sante,freelance,90
independant,40.0,2415509,informatique,stage,90
independant,10.0,3042781,commerce,cdi,90
independant,9.0,3254721,education,freelance,90
independant,20.0,2482623,informatique,cdd,90
employe,9.0,3580266,informatique,temporaire,90
independant,1.0,1074465,informatique,stage,84
etudiant,0.0,235620,education,stage,57
etudiant,2.0,317558,education,stage,61
employe,17.0,1320313,informatique,cdd,90
employe,6.0,2313898,autres,cdi,90
independant,0.0,1841434,agriculture,freelance,90
independant,8.0,3261457,agriculture,cdi,90
sans_emploi,,0,,,66
sans_emploi,,0,,,69
employe,13.0,1428196,services,cdi,90
etudiant,5.0,424469,education,stage,67
etudiant,0.0,322897,education,stage,88
sans_emploi,,0,,,81
employe,38.0,2026743,autres,stage,90
employe,33.0,1317222,sante,cdd,90
retraite,26.0,728763,education,freelance,90
employe,15.0,1936157,sante,temporaire,90
sans_emploi,,0,,,90
employe,22.0,3243004,commerce,stage,90
retraite,39.0,747843,education,freelance,77
etudiant,0.0,335734,education,stage,68
sans_emploi,,0,,,71
sans_emploi,,0,,,86
independant,11.0,1039708,autres,cdd,90
retraite,34.0,444474,education,freelance,90
etudiant,4.0,485203,education,stage,77
sans_emploi,,0,,,73
retraite,23.0,897217,sante,freelance,79
employe,17.0,1498874,services,cdi,90
retraite,40.0,427476,sante,freelance,85
retraite,21.0,588065,education,freelance,90
etudiant,4.0,287378,education,stage,84
retraite,28.0,994566,sante,freelance,90
independant,20.0,1403072,education,stage,90
retraite,29.0,683060,education,freelance,84
etudiant,2.0,237802,education,stage,78
etudiant,5.0,349068,education,stage,70
retraite,20.0,954687,education,freelance,90
retraite,40.0,407980,education,freelance,70
retraite,34.0,634207,sante,freelance,79
etudiant,3.0,332357,education,stage,59
employe,0.0,1919490,sante,stage,89
etudiant,2.0,370665,education,stage,78
employe,7.0,1867355,commerce,stage,90
etudiant,3.0,253379,education,stage,58
retraite,23.0,984898,education,freelance,90
independant,29.0,3991663,autres,cdd,90
sans_emploi,,0,,,69
etudiant,5.0,459988,education,stage,67
independant,40.0,3325203,commerce,freelance,90
independant,8.0,3337899,education,temporaire,90
employe,34.0,1591519,autres,temporaire,90
retraite,37.0,915890,education,freelance,89
etudiant,4.0,412204,education,stage,38
etudiant,0.0,310045,education,stage,89
employe,28.0,3083085,services,temporaire,90
employe,4.0,3096533,informatique,stage,90
independant,25.0,1520695,agriculture,cdi,90
etudiant,4.0,259205,education,stage,90
sans_emploi,,0,,,49
employe,12.0,1435933,sante,cdd,90
sans_emploi,,0,,,65
independant,31.0,3543157,education,cdi,90
etudiant,5.0,211127,education,stage,81
sans_emploi,,0,,,64
etudiant,5.0,351371,education,stage,67
etudiant,5.0,226287,education,stage,73
independant,38.0,1853969,informatique,cdi,90
etudiant,4.0,487269,education,stage,75
independant,20.0,3666584,commerce,freelance,84
employe,6.0,3880538,services,temporaire,90
retraite,20.0,501484,education,freelance,90
sans_emploi,,0,,,71
employe,8.0,3650580,services,cdi,90
independant,19.0,2087339,agriculture,cdi,90
retraite,40.0,469939,sante,freelance,74
independant,25.0,1010933,informatique,cdi,90
retraite,23.0,642317,sante,freelance,90
independant,6.0,2960131,informatique,temporaire,90
independant,40.0,3597060,education,freelance,87
etudiant,1.0,200039,education,stage,79
independant,18.0,1419973,informatique,stage,87
sans_emploi,,0,,,69
independant,5.0,3004650,industrie,temporaire,90
etudiant,5.0,366861,education,stage,66
employe,18.0,1815129,services,cdd,90
independant,34.0,1233713,sante,stage,90
employe,34.0,2812290,education,freelance,90
etudiant,4.0,381162,education,stage,81
retraite,33.0,854995,education,freelance,87
etudiant,0.0,369688,education,stage,61
independant,2.0,3349683,industrie,freelance,67
independant,18.0,3925480,agriculture,cdi,90
sans_emploi,,0,,,76
employe,11.0,2828843,sante,cdi,90
etudiant,1.0,292921,education,stage,80
etudiant,4.0,326344,education,stage,81
etudiant,1.0,474138,education,stage,80
employe,16.0,1034620,agriculture,freelance,90
employe,19.0,3427190,industrie,temporaire,90
etudiant,5.0,374292,education,stage,89
employe,29.0,3068042,informatique,temporaire,90
employe,5.0,2422712,informatique,stage,90
independant,36.0,2763156,autres,cdi,90
employe,30.0,1723299,commerce,stage,90
retraite,29.0,714237,sante,freelance,87
independant,17.0,1700234,services,freelance,90
employe,36.0,2109865,agriculture,stage,90
independant,29.0,2294844,autres,temporaire,90
retraite,32.0,442554,education,freelance,90
retraite,40.0,933476,sante,freelance,87
sans_emploi,,0,,,74
sans_emploi,,0,,,53
etudiant,4.0,331096,education,stage,57
sans_emploi,,0,,,75
employe,6.0,3718949,services,cdi,90
etudiant,1.0,372500,education,stage,72
etudiant,2.0,361667,education,stage,63
employe,14.0,3652457,informatique,cdi,90
retraite,33.0,841699,sante,freelance,83
independant,36.0,2760594,education,cdi,90
etudiant,0.0,383279,education,stage,82
sans_emploi,,0,,,80
etudiant,2.0,471688,education,stage,61
retraite,21.0,417544,sante,freelance,90
independant,6.0,1801773,industrie,freelance,75
independant,19.0,1126257,education,stage,79
etudiant,3.0,311609,education,stage,67
retraite,24.0,891511,education,freelance,90
employe,15.0,2618125,informatique,cdi,90
sans_emploi,,0,,,76
retraite,34.0,858132,sante,freelance,90
etudiant,0.0,275313,education,stage,63
sans_emploi,,0,,,63
employe,10.0,3064358,services,cdd,90
etudiant,0.0,380638,education,stage,74
retraite,30.0,604051,sante,freelance,90
employe,17.0,2904482,services,temporaire,90
sans_emploi,,0,,,75
employe,12.0,2207789,informatique,cdd,90
etudiant,1.0,314482,education,stage,89
sans_emploi,,0,,,83
retraite,33.0,470516,sante,freelance,86
independant,38.0,3454677,agriculture,temporaire,90
independant,25.0,3603394,services,temporaire,78
independant,39.0,3975193,commerce,temporaire,90
employe,40.0,3239280,agriculture,cdi,90
sans_emploi,,0,,,84
retraite,39.0,834696,sante,freelance,90
independant,20.0,2574545,industrie,freelance,90
etudiant,3.0,485072,education,stage,46
sans_emploi,,0,,,80
sans_emploi,,0,,,43
sans_emploi,,0,,,71
independant,6.0,2329650,autres,freelance,90
retraite,30.0,654198,sante,freelance,77
retraite,26.0,566963,education,freelance,90
retraite,34.0,943545,education,freelance,90
independant,8.0,1191110,services,cdi,90
retraite,29.0,423009,education,freelance,88
retraite,33.0,864262,education,freelance,90
employe,26.0,2758174,industrie,cdi,90
etudiant,5.0,263243,education,stage,81
employe,23.0,2788314,agriculture,cdi,90
sans_emploi,,0,,,68
employe,30.0,2293347,autres,freelance,90
retraite,39.0,732230,education,freelance,90
sans_emploi,,0,,,72
retraite,23.0,499677,education,freelance,73
employe,9.0,1130203,commerce,cdd,90
retraite,25.0,407480,education,freelance,90
independant,18.0,2969184,sante,temporaire,90
etudiant,5.0,287787,education,stage,79
sans_emploi,,0,,,72
employe,28.0,1070839,services,cdd,90
etudiant,1.0,434150,education,stage,66
employe,27.0,1089728,agriculture,freelance,90
sans_emploi,,0,,,70
employe,2.0,2241153,agriculture,freelance,90
retraite,29.0,692596,sante,freelance,90
independant,15.0,2521709,autres,cdd,79
retraite,27.0,870631,education,freelance,80
etudiant,5.0,452464,education,stage,65
sans_emploi,,0,,,90
sans_emploi,,0,,,74
etudiant,2.0,459721,education,stage,72
sans_emploi,,0,,,68
sans_emploi,,0,,,79
employe,1.0,1137642,services,cdi,90
independant,29.0,2455664,education,stage,90
retraite,25.0,967553,sante,freelance,90
etudiant,2.0,247533,education,stage,90
independant,23.0,2847172,informatique,cdi,90
retraite,20.0,892929,sante,freelance,75
independant,2.0,3348964,informatique,freelance,90
independant,12.0,2660139,informatique,cdd,90
sans_emploi,,0,,,65
retraite,21.0,663673,sante,freelance,84
etudiant,4.0,404187,education,stage,80
independant,19.0,1087885,agriculture,freelance,82
employe,38.0,3820174,autres,freelance,90
sans_emploi,,0,,,63
etudiant,4.0,254002,education,stage,82
employe,31.0,1531653,industrie,cdi,90
retraite,37.0,827214,sante,freelance,77
employe,34.0,3935109,services,stage,90
etudiant,2.0,223366,education,stage,77
sans_emploi,,0,,,67
sans_emploi,,0,,,73
sans_emploi,,0,,,66
retraite,39.0,769641,education,freelance,90
independant,25.0,2780883,autres,cdd,90
etudiant,5.0,339896,education,stage,80
employe,24.0,1583132,sante,cdd,90
etudiant,1.0,382260,education,stage,80
etudiant,2.0,334988,education,stage,51
retraite,35.0,627559,education,freelance,90
independant,29.0,1827225,sante,cdi,90
sans_emploi,,0,,,66
employe,6.0,3276162,agriculture,cdd,90
etudiant,1.0,201624,education,stage,71
independant,40.0,1759650,autres,cdi,90
independant,35.0,2955850,sante,temporaire,90
etudiant,4.0,441915,education,stage,78
etudiant,1.0,216106,education,stage,63
employe,40.0,2001295,education,cdd,90
sans_emploi,,0,,,80
retraite,34.0,437774,sante,freelance,90
etudiant,0.0,334923,education,stage,80
independant,24.0,3684668,services,freelance,90
sans_emploi,,0,,,73
sans_emploi,,0,,,90
etudiant,2.0,206345,education,stage,75
employe,37.0,1162577,services,freelance,90
sans_emploi,,0,,,57
independant,27.0,3400862,education,cdd,90
employe,29.0,3189237,industrie,cdi,90
etudiant,5.0,467375,education,stage,59
independant,17.0,1094462,agriculture,stage,86
independant,28.0,1390720,autres,stage,89
independant,14.0,3999565,commerce,stage,90
independant,28.0,3696725,industrie,freelance,83
employe,22.0,1501312,industrie,cdd,90
sans_emploi,,0,,,84
sans_emploi,,0,,,71
employe,5.0,1369079,industrie,cdd,87
independant,36.0,2840961,autres,stage,90
etudiant,3.0,351071,education,stage,75
retraite,36.0,893233,education,freelance,90
retraite,20.0,441828,sante,freelance,90
etudiant,4.0,481406,education,stage,83
employe,34.0,2286998,services,cdi,90
etudiant,3.0,432168,education,stage,81
retraite,31.0,415333,education,freelance,90
sans_emploi,,0,,,83
retraite,37.0,831473,education,freelance,82
etudiant,2.0,292293,education,stage,67
independant,3.0,2475952,industrie,stage,84
independant,38.0,1494147,agriculture,freelance,84
employe,16.0,1552145,agriculture,freelance,90
sans_emploi,,0,,,56
retraite,35.0,568258,education,freelance,90
employe,36.0,1756951,industrie,freelance,90
independant,37.0,3499738,autres,stage,88
etudiant,3.0,238904,education,stage,90
employe,38.0,1583079,industrie,temporaire,90
employe,33.0,1592037,informatique,stage,90
retraite,29.0,585189,sante,freelance,90
employe,19.0,2678254,autres,cdi,90
etudiant,3.0,484930,education,stage,86
sans_emploi,,0,,,80
sans_emploi,,0,,,77
sans_emploi,,0,,,72
employe,16.0,2671578,services,stage,90
independant,39.0,1874205,agriculture,freelance,90
independant,16.0,1057973,autres,cdd,90
independant,16.0,3862693,informatique,cdd,90
employe,10.0,1373837,agriculture,cdd,90
employe,34.0,3386561,agriculture,temporaire,90
retraite,32.0,713298,sante,freelance,90
etudiant,1.0,304473,education,stage,55
employe,9.0,2208338,industrie,cdi,90
retraite,24.0,606526,sante,freelance,70
retraite,39.0,881513,education,freelance,90
employe,24.0,1085149,sante,stage,90
employe,6.0,3050627,services,stage,90
sans_emploi,,0,,,86
etudiant,5.0,400558,education,stage,90
employe,40.0,3728354,industrie,stage,90
employe,15.0,1152134,commerce,cdd,90
independant,27.0,2253035,agriculture,stage,85
retraite,34.0,576797,sante,freelance,90
retraite,25.0,690797,education,freelance,78
sans_emploi,,0,,,74
employe,12.0,1144162,informatique,freelance,90
retraite,35.0,928485,education,freelance,90
retraite,39.0,456939,education,freelance,90
etudiant,1.0,385719,education,stage,75
independant,39.0,1710016,industrie,temporaire,90
etudiant,2.0,422539,education,stage,76
etudiant,5.0,333785,education,stage,67
retraite,37.0,586836,sante,freelance,90
independant,34.0,2371792,commerce,cdi,86
independant,15.0,2634794,informatique,stage,90
retraite,30.0,598600,education,freelance,78
independant,28.0,3288019,services,temporaire,90
retraite,32.0,876812,sante,freelance,85
sans_emploi,,0,,,77
employe,36.0,1537827,informatique,freelance,90
sans_emploi,,0,,,77
sans_emploi,,0,,,65
employe,39.0,1974344,sante,freelance,90
employe,2.0,2370438,autres,stage,90
retraite,24.0,615962,education,freelance,90
employe,19.0,2216814,informatique,freelance,90
independant,11.0,3294482,commerce,cdi,90
sans_emploi,,0,,,72
independant,6.0,3751172,industrie,stage,90
etudiant,4.0,366427,education,stage,73
etudiant,0.0,273710,education,stage,72
employe,16.0,1269759,autres,cdd,90
retraite,32.0,535915,education,freelance,90
retraite,25.0,445296,sante,freelance,90
retraite,22.0,521976,education,freelance,90
sans_emploi,,0,,,72
employe,14.0,2383303,commerce,freelance,90
retraite,37.0,946631,education,freelance,85
etudiant,1.0,212724,education,stage,78
etudiant,5.0,298279,education,stage,86
independant,14.0,2286435,sante,temporaire,81
employe,32.0,2084933,agriculture,cdd,90
retraite,32.0,739895,sante,freelance,90
independant,3.0,3016461,commerce,freelance,87
etudiant,5.0,477843,education,stage,62
sans_emploi,,0,,,73
sans_emploi,,0,,,73
retraite,21.0,996227,education,freelance,90
etudiant,2.0,457604,education,stage,63
etudiant,3.0,432240,education,stage,90
retraite,28.0,826906,education,freelance,90
etudiant,3.0,476042,education,stage,49
independant,27.0,2409167,services,cdd,87
retraite,34.0,651935,sante,freelance,90
retraite,31.0,771270,education,freelance,82
etudiant,3.0,228643,education,stage,90
etudiant,1.0,279952,education,stage,67
etudiant,0.0,290929,education,stage,82
employe,4.0,3785031,services,cdi,90
etudiant,4.0,365090,education,stage,63
sans_emploi,,0,,,69
etudiant,3.0,242323,education,stage,46
employe,36.0,3118069,autres,freelance,90
sans_emploi,,0,,,60
retraite,26.0,971638,education,freelance,90
independant,31.0,2047990,industrie,freelance,90
etudiant,4.0,337256,education,stage,80
employe,9.0,1878849,industrie,cdi,90
sans_emploi,,0,,,90
retraite,26.0,657723,education,freelance,90
etudiant,1.0,433995,education,stage,83
employe,13.0,2615782,industrie,stage,90
employe,1.0,2485931,services,cdi,90
employe,31.0,3845696,sante,stage,90
sans_emploi,,0,,,53
retraite,25.0,486235,education,freelance,90
retraite,30.0,918015,education,freelance,87
retraite,35.0,892802,education,freelance,90
etudiant,4.0,472017,education,stage,69
etudiant,3.0,475858,education,stage,90
sans_emploi,,0,,,83
sans_emploi,,0,,,79
independant,9.0,3858176,autres,temporaire,88
independant,5.0,1227477,services,stage,90
etudiant,4.0,447445,education,stage,56
retraite,21.0,633644,education,freelance,90
sans_emploi,,0,,,74
independant,4.0,1642129,industrie,cdd,75
retraite,38.0,469244,sante,freelance,90
sans_emploi,,0,,,71
etudiant,4.0,451475,education,stage,73
retraite,21.0,872097,sante,freelance,90
employe,5.0,2155082,sante,stage,90
independant,5.0,3854044,commerce,temporaire,90
sans_emploi,,0,,,53
employe,38.0,1683980,commerce,freelance,90
sans_emploi,,0,,,80
sans_emploi,,0,,,58
etudiant,4.0,315660,education,stage,83
retraite,24.0,879206,sante,freelance,90
